n,a,b,c,p,lambda,delta,chi_delta,ap_L_lambda,N,factorization_N,q,h,k,b_mov
5,1,44,59,1000000000039,148206543168,12685,-1,-703340,999999296700,2^2;3^1;5^2;97^1;34364237^1,34364237,29100,8591059,342466564
5,1,59,76,1009,671,851,-1,2,1012,2^2;11^1;23^1,23,44,22,220
5,1,59,76,10007,6269,2026,1,-88,10096,2^4;631^1,631,16,126,1675
5,1,59,76,100003,55470,22040,1,-220,100224,2^7;3^3;29^1,29,3456,28,466
5,1,59,76,1000003,683533,22040,1,528,999476,2^2;19^1;13151^1,13151,76,6575,131051
5,1,59,76,10000019,3641115,22040,-1,4536,10004556,2^2;3^1;833713^1,833713,12,416856,9693361
5,1,59,76,100000007,42853906,22040,-1,-6408,99993600,2^11;3^2;5^2;7^1;31^1,31,3225600,30,798
5,1,59,76,1000000007,709845741,22040,1,-11108,1000011116,2^2;13^1;19^1;149^1;6793^1,6793,147212,2264,67688
5,1,59,76,10000000019,7361615260,22040,1,-134092,10000134112,2^5;19^1;16447589^1,16447589,608,16447588,546377047
5,1,59,76,100000000003,18080762252,22040,-1,55636,100000055640,2^3;3^1;5^1;833333797^1,833333797,120,69444483,2537585371
5,1,59,76,1000000000039,535617059913,22040,1,312180,999999687860,2^2;5^1;191^1;261780023^1,261780023,3820,130890011,5217686459
5,1,76,95,1009,636,310,-1,-46,964,2^2;241^1,241,4,120,1198
5,1,76,95,10007,6192,5604,1,-8,10016,2^5;313^1,313,32,78,1037
5,1,76,95,100003,22135,35625,1,196,99808,2^5;3119^1,3119,32,1559,25895
5,1,76,95,1000003,221335,35625,-1,-1864,998140,2^2;5^1;11^1;13^1;349^1,349,2860,29,579
5,1,76,95,10000019,1226670,35625,1,828,9999192,2^3;3^1;7^1;53^1;1123^1,1123,8904,1122,26091
5,1,76,95,100000007,61866672,35625,-1,8504,100008512,2^6;41^1;38113^1,38113,2624,1191,31652
5,1,76,95,1000000007,618666672,35625,-1,-28312,999971696,2^4;461^1;135571^1,135571,7376,135570,4053185
5,1,76,95,10000000019,1226666670,35625,-1,-110768,9999889252,2^2;43^1;58138891^1,58138891,172,5813889,193133213
5,1,76,95,100000000003,22133333335,35625,1,433084,99999566920,2^3;5^1;11^1;47^1;4835569^1,4835569,20680,302223,11043594
5,1,76,95,1000000000039,709333333362,35625,-1,-190016,999999810024,2^3;3^1;97^1;3613^1;118891^1,118891,8411064,59445,2369665
5,2,10,22,1009,47,880,-1,6,1016,2^3;127^1,127,8,63,629
5,2,10,22,10007,456,880,-1,-192,9816,2^3;3^1;409^1,409,24,102,1356
5,2,10,22,100003,68185,880,-1,544,100548,2^2;3^3;7^2;19^1,19,5292,9,150
5,2,10,22,1000003,590912,880,1,-180,1000184,2^3;31^1;37^1;109^1,109,9176,108,2153
5,2,10,22,10000019,4090918,880,1,764,9999256,2^3;613^1;2039^1,2039,4904,1019,23696
5,2,10,22,100000007,4545456,880,-1,-13440,99986568,2^3;3^1;11^1;467^1;811^1,811,123288,405,10764
5,2,10,22,1000000007,227272730,880,-1,-54280,999945728,2^9;421^1;4639^1,4639,215552,4638,138664
5,2,10,22,10000000019,3181818189,880,-1,103932,10000103952,2^4;3^1;127^1;1129^1;1453^1,1453,6882384,121,4020
5,2,10,22,100000000003,68181818185,880,-1,-392120,99999607884,2^2;3^1;11^1;757572787^1,757572787,132,378786393,13841312770
5,2,10,22,1000000000039,409090909108,880,1,-352280,1000000352320,2^6;5^1;113^1;27654877^1,27654877,36160,13827438,551205058
5,2,22,38,1009,787,773,-1,-6,1004,2^2;251^1,251,4,25,250
5,2,22,38,10007,8744,3800,1,72,9936,2^4;3^3;23^1,23,432,11,147
5,2,22,38,100003,12633,3800,1,84,99920,2^4;5^1;1249^1,1249,80,13,216
5,2,22,38,1000003,968425,3800,-1,1868,1001872,2^4;62617^1,62617,16,31308,624018
5,2,22,38,10000019,4105272,3800,-1,-1676,9998344,2^3;53^1;23581^1,23581,424,11790,274159
5,2,22,38,100000007,3157896,3800,-1,432,100000440,2^3;3^3;5^1;92593^1,92593,1080,10288,273408
5,2,22,38,1000000007,926315797,3800,-1,10560,1000010568,2^3;3^1;41667107^1,41667107,24,20833553,622868086
5,2,22,38,10000000019,8842105281,3800,1,129132,9999870888,2^3;3^1;7^1;59523041^1,59523041,168,59523040,1977312589
5,2,22,38,100000000003,2105263159,3800,1,-47604,100000047608,2^3;67^1;1637^1;113969^1,113969,877432,113968,4164529
5,2,22,38,1000000000039,94736842110,3800,1,1551856,999998448184,2^3;124999806023^1,124999806023,8,17857115146,711840629967
5,2,38,58,1009,434,350,1,-46,1056,2^5;3^1;11^1,11,96,10,100
5,2,38,58,10007,1573,433,1,200,9808,2^4;613^1,613,16,153,2034
5,2,38,58,100003,62455,10440,-1,372,100376,2^3;12547^1,12547,8,2091,34731
5,2,38,58,1000003,865904,10440,1,284,999720,2^3;3^2;5^1;2777^1,2777,360,1388,27666
5,2,38,58,10000019,766286,10440,-1,5580,10005600,2^5;3^1;5^2;11^1;379^1,379,26400,189,4395
5,2,38,58,100000007,36398471,10440,1,-6748,100006756,2^2;25001689^1,25001689,4,4166948,110738414
5,2,38,58,1000000007,88122607,10440,-1,-8848,999991160,2^3;5^1;7^1;3571397^1,3571397,280,1785698,53387644
5,2,38,58,10000000019,4214559396,10440,-1,-105456,9999894564,2^2;3^2;11^1;17^1;31^1;47917^1,47917,208692,47916,1591736
5,2,38,58,100000000003,10727969350,10440,1,270148,99999729856,2^6;13^1;120191983^1,120191983,832,120191982,4391960340
5,2,38,58,1000000000039,314176245224,10440,1,-197824,1000000197864,2^3;3^2;59^1;235404943^1,235404943,4248,117702471,4691989744
5,2,58,82,1009,335,762,1,-30,1040,2^4;5^1;13^1,13,80,4,40
5,2,58,82,10007,7114,2946,-1,32,10040,2^3;5^1;251^1,251,40,125,1662
5,2,58,82,100003,81885,22960,1,36,99968,2^7;11^1;71^1,71,1408,70,1163
5,2,58,82,1000003,515682,22960,-1,180,1000184,2^3;31^1;37^1;109^1,109,9176,108,2153
5,2,58,82,10000019,383277,22960,-1,-996,9999024,2^4;3^1;7^1;29759^1,29759,336,14879,345989
5,2,58,82,100000007,73867602,22960,1,-5232,100005240,2^3;3^1;5^1;833377^1,833377,120,138896,3691221
5,2,58,82,1000000007,425087112,22960,1,-51072,1000051080,2^3;3^1;5^1;7^1;29^1;61^1;673^1,673,1485960,336,10046
5,2,58,82,10000000019,5923344960,22960,-1,-6700,9999993320,2^3;5^1;249999833^1,249999833,40,124999916,4152407329
5,2,58,82,100000000003,8710801395,22960,-1,-327260,99999672744,2^3;3^1;197^1;21150523^1,21150523,4728,21150522,772865646
5,2,58,82,1000000000039,383275261340,22960,1,609168,999999390872,2^3;19^1;6578943361^1,6578943361,152,99680960,3973595779
5,4,5,19,1009,535,95,-1,30,1040,2^4;5^1;13^1,13,80,4,40
5,4,5,19,10007,1584,95,-1,48,10056,2^3;3^1;419^1,419,24,38,505
5,4,5,19,100003,84217,95,1,12,99992,2^3;29^1;431^1,431,232,215,3572
5,4,5,19,1000003,789480,95,-1,1160,1001164,2^2;17^1;14723^1,14723,68,7361,146717
5,4,5,19,10000019,7368439,95,1,4732,9995288,2^3;1249411^1,1249411,8,416470,9684385
5,4,5,19,100000007,21052637,95,1,14828,99985180,2^2;5^1;73^1;68483^1,68483,1460,68482,1819939
5,4,5,19,1000000007,842105273,95,1,29696,999970312,2^3;11^1;283^1;40153^1,40153,24904,20076,600220
5,4,5,19,10000000019,8947368442,95,-1,-102012,9999898008,2^3;3^1;179^1;2327723^1,2327723,4296,2327722,77325252
5,4,5,19,100000000003,47368421058,95,1,188180,99999811824,2^4;3^1;11^1;17^1;11140799^1,11140799,8976,5570399,203549115
5,4,5,19,1000000000039,631578947397,95,1,354164,999999645876,2^2;3^2;7^1;11^1;523^1;689771^1,689771,1449756,68977,2749640
5,4,11,29,1009,61,6,1,50,960,2^6;3^1;5^1,5,192,2,20
5,4,11,29,10007,3945,1015,-1,56,10064,2^4;17^1;37^1,37,272,36,479
5,4,11,29,100003,16258,1015,-1,356,100360,2^3;5^1;13^1;193^1,193,520,64,1064
5,4,11,29,1000003,945817,1015,1,-172,1000176,2^4;3^1;67^1;311^1,311,3216,310,6179
5,4,11,29,10000019,9901498,1015,-1,-1992,9998028,2^2;3^2;19^1;47^1;311^1,311,32148,155,3605
5,4,11,29,100000007,16748771,1015,-1,10576,100010584,2^3;73^1;171251^1,171251,584,85625,2275521
5,4,11,29,1000000007,802955672,1015,-1,33016,1000033024,2^8;17^1;61^1;3767^1,3767,265472,1883,56297
5,4,11,29,10000000019,3743842373,1015,-1,-156644,9999843376,2^4;624990211^1,624990211,16,624990210,20761725378
5,4,11,29,100000000003,30049261086,1015,1,44704,99999955300,2^2;5^2;7^1;41^1;3484319^1,3484319,28700,3484318,127321193
5,4,11,29,1000000000039,73891625620,1015,1,1629416,999998370624,2^6;3^1;11^2;2707^1;15901^1,15901,62889024,1060,42255
5,4,19,41,1009,851,48,1,46,964,2^2;241^1,241,4,120,1198
5,4,19,41,10007,1970,3075,-1,36,10044,2^2;3^4;31^1,31,324,3,40
5,4,19,41,100003,36425,3075,-1,-492,99512,2^3;7^1;1777^1,1777,56,1776,29499
5,4,19,41,1000003,681304,3075,1,-1908,1001912,2^3;17^1;53^1;139^1,139,7208,69,1376
5,4,19,41,10000019,4357733,3075,1,372,9999648,2^5;3^2;34721^1,34721,288,17360,403681
5,4,19,41,100000007,48943094,3075,1,-10544,100010552,2^3;109^1;114691^1,114691,872,114690,3047936
5,4,19,41,1000000007,196747970,3075,-1,-56944,999943064,2^3;191^1;654413^1,654413,1528,163603,4891297
5,4,19,41,10000000019,7528455300,3075,1,15828,9999984192,2^6;3^1;11^1;4734841^1,4734841,2112,1578280,52429327
5,4,19,41,100000000003,68130081304,3075,1,316976,99999683028,2^2;3^4;7^1;19^1;29^1;80021^1,80021,1249668,20005,731007
5,4,19,41,1000000000039,891056910605,3075,-1,-735328,999999264712,2^3;7^1;19^1;6277^1;149729^1,149729,6678728,9358,373040
5,4,29,55,1009,492,821,-1,2,1012,2^2;11^1;23^1,23,44,22,220
5,4,29,55,10007,6391,6875,1,48,9960,2^3;3^1;5^1;83^1,83,120,82,1090
5,4,29,55,100003,91422,6875,1,-292,100296,2^3;3^2;7^1;199^1,199,504,198,3289
5,4,29,55,1000003,5092,6875,-1,292,1000296,2^3;3^3;11^1;421^1,421,2376,60,1196
5,4,29,55,10000019,8429108,6875,1,4436,9995584,2^6;47^1;3323^1,3323,3008,3322,77249
5,4,29,55,100000007,63854551,6875,1,-2016,100002024,2^3;3^2;17^1;81701^1,81701,1224,20425,542804
5,4,29,55,1000000007,456727277,6875,1,-42464,1000042472,2^3;11^1;13^1;131^1;6673^1,6673,149864,3336,99738
5,4,29,55,10000000019,9338181837,6875,-1,154312,10000154332,2^2;7^1;29^1;12315461^1,12315461,812,12315460,409110726
5,4,29,55,100000000003,91418181822,6875,1,620196,99999379808,2^5;3124980619^1,3124980619,32,1562490309,57095285011
5,4,29,55,1000000000039,482909090929,6875,1,406852,999999593188,2^2;249999898297^1,249999898297,4,249999898296,9965780230436
5,4,41,71,1009,707,18,1,-30,1040,2^4;5^1;13^1,13,80,4,40
5,4,41,71,10007,2279,3128,1,68,9940,2^2;5^1;7^1;71^1,71,140,70,931
5,4,41,71,100003,11840,13135,1,-428,100432,2^4;6277^1,6277,16,1569,26061
5,4,41,71,1000003,805485,13135,-1,404,1000408,2^3;23^1;5437^1,5437,184,1812,36117
5,4,41,71,10000019,4845842,13135,1,-3948,10003968,2^9;3^2;13^1;167^1,167,59904,166,3861
5,4,41,71,100000007,9592693,13135,1,-172,100000180,2^2;5^1;7^2;67^1;1523^1,1523,65660,1522,40448
5,4,41,71,1000000007,22459080,13135,-1,29808,1000029816,2^3;3^2;83^1;167341^1,167341,5976,167340,5003024
5,4,41,71,10000000019,1888085273,13135,1,198380,9999801640,2^3;5^1;5333^1;46877^1,46877,213320,23438,778594
5,4,41,71,100000000003,96345641420,13135,-1,-77556,99999922448,2^4;6249995153^1,6249995153,16,6249995152,228382379372
5,4,41,71,1000000000039,393224210142,13135,-1,-750604,999999249436,2^2;11^1;19^1;41^1;29174911^1,29174911,34276,14587455,581501720
5,4,55,89,1009,583,497,1,-54,1064,2^3;7^1;19^1,19,56,18,180
5,4,55,89,10007,1875,2681,1,-104,10112,2^7;79^1,79,128,78,1037
5,4,55,89,100003,47568,22695,-1,-228,99776,2^6;1559^1,1559,64,779,12939
5,4,55,89,1000003,363298,22695,-1,-140,999864,2^3;3^4;1543^1,1543,648,771,15368
5,4,55,89,10000019,1760304,22695,-1,5612,10005632,2^7;7^1;13^1;859^1,859,11648,33,768
5,4,55,89,100000007,97378285,22695,-1,-5792,99994216,2^3;7^1;643^1;2777^1,2777,36008,1388,36887
5,4,55,89,1000000007,108614234,22695,-1,25816,1000025824,2^5;7^1;4464401^1,4464401,224,446440,13347375
5,4,55,89,10000000019,4681647950,22695,1,-35532,10000035552,2^5;3^1;13^2;31^1;59^1;337^1,337,29673696,4,133
5,4,55,89,100000000003,68913857681,22695,1,-22996,100000023000,2^3;3^1;5^3;2293^1;14537^1,14537,6879000,14536,531164
5,4,55,89,1000000000039,981273408279,22695,-1,217408,1000000217448,2^3;3^2;19^1;37^1;19756603^1,19756603,50616,19756602,787560135
5,5,19,44,1009,622,53,-1,22,1032,2^3;3^1;43^1,43,24,42,420
5,5,19,44,10007,1512,3080,1,156,9852,2^2;3^1;821^1,821,12,820,10897
5,5,19,44,100003,72893,3080,-1,428,100432,2^4;6277^1,6277,16,1569,26061
5,5,19,44,1000003,105521,3080,1,324,999680,2^8;5^1;11^1;71^1,71,14080,14,280
5,5,19,44,10000019,16235,3080,1,4924,9995096,2^3;71^1;17597^1,17597,568,8798,204585
5,5,19,44,100000007,72240266,3080,1,1680,99998328,2^3;3^1;47^1;88651^1,88651,1128,1773,47119
5,5,19,44,1000000007,112012989,3080,-1,2128,1000002136,2^3;7^1;41^1;435541^1,435541,2296,72590,2170249
5,5,19,44,10000000019,9496753266,3080,-1,27636,10000027656,2^3;3^2;211^1;269^1;2447^1,2447,4086648,1223,40628
5,5,19,44,100000000003,72889610393,3080,-1,-194516,99999805488,2^4;3^1;11^1;189393571^1,189393571,528,31565595,1153445006
5,5,19,44,1000000000039,73051948056,3080,1,1624892,999998375148,2^2;3^2;197^1;141003719^1,141003719,7092,70501859,2810425274
5,5,44,79,1009,434,270,1,-46,1056,2^5;3^1;11^1,11,96,10,100
5,5,44,79,10007,92,5398,-1,-144,9864,2^3;3^2;137^1,137,72,136,1808
5,5,44,79,100003,86534,15405,-1,-316,99688,2^3;17^1;733^1,733,136,61,1014
5,5,44,79,1000003,672512,15405,-1,1036,1001040,2^4;3^1;5^1;43^1;97^1,97,10320,32,638
5,5,44,79,10000019,5689723,15405,1,4836,9995184,2^4;3^3;17^1;1361^1,1361,7344,80,1861
5,5,44,79,100000007,50568002,15405,-1,10800,100010808,2^3;3^3;23^1;41^1;491^1,491,203688,1,27
5,5,44,79,1000000007,754949698,15405,1,13680,999986328,2^3;3^2;11^1;43^1;29363^1,29363,34056,29362,877847
5,5,44,79,10000000019,1249594291,15405,1,167972,9999832048,2^4;47^1;1381^1;9629^1,9629,1038512,9628,319836
5,5,44,79,100000000003,15644271342,15405,1,353696,99999646308,2^2;3^3;101^1;9167551^1,9167551,10908,4583775,167496681
5,5,44,79,1000000000039,436871145750,15405,-1,-1228520,999998771520,2^6;3^1;5^1;7^1;883^1;168527^1,168527,5933760,168526,6717976
5,10,22,62,1009,761,693,-1,-34,976,2^4;61^1,61,16,20,200
5,10,22,62,10007,3122,3720,1,-168,10176,2^6;3^1;53^1,53,192,26,346
5,10,22,62,100003,62369,3720,1,172,99832,2^3;12479^1,12479,8,6239,103628
5,10,22,62,1000003,559143,3720,1,-1716,1001720,2^3;5^1;79^1;317^1,317,3160,316,6299
5,10,22,62,10000019,1827962,3720,1,3640,9996380,2^2;5^1;499819^1,499819,20,499818,11622518
5,10,22,62,100000007,5376346,3720,-1,-936,99999072,2^5;3^2;331^1;1049^1,1049,95328,1048,27852
5,10,22,62,1000000007,150537637,3720,-1,-20028,999979980,2^2;3^1;5^1;457^1;36469^1,36469,27420,6078,181717
5,10,22,62,10000000019,5053763452,3720,-1,-183516,9999816504,2^3;3^1;416659021^1,416659021,24,208329510,6920556524
5,10,22,62,100000000003,43010752691,3720,-1,244532,100000244536,2^3;179^1;69832573^1,69832573,1432,17458143,637941653
5,10,22,62,1000000000039,10752688174,3720,-1,132440,1000000132480,2^7;5^1;19^1;137^1;600269^1,600269,1665920,600268,23928566
5,11,20,61,1009,612,727,-1,-22,988,2^2;13^1;19^1,19,52,18,180
5,11,20,61,10007,9863,2745,-1,-48,9960,2^3;3^1;5^1;83^1,83,120,82,1090
5,11,20,61,100003,33154,2745,1,-308,100312,2^3;12539^1,12539,8,6269,104127
5,11,20,61,1000003,642991,2745,1,-524,1000528,2^4;62533^1,62533,16,31266,623181
5,11,20,61,10000019,6138447,2745,1,4248,9995772,2^2;3^1;37^1;47^1;479^1,479,20868,478,11116
5,11,20,61,100000007,42805105,2745,1,-1256,100001264,2^4;11^1;568189^1,568189,176,47349,1258320
5,11,20,61,1000000007,280510022,2745,-1,-32616,999967392,2^5;3^2;313^1;11093^1,11093,90144,2773,82906
5,11,20,61,10000000019,8269581074,2745,-1,29612,10000029632,2^6;29^1;61^1;88327^1,88327,113216,14721,489022
5,11,20,61,100000000003,82331511844,2745,1,-207936,100000207940,2^2;5^1;26497^1;188701^1,188701,529940,31450,1149222
5,11,20,61,1000000000039,183970856111,2745,1,144640,999999855400,2^3;5^2;7^1;13^1;53^1;109^1;9511^1,9511,105141400,4755,189550
