n,a,b,c,p,lambda,delta,chi_delta,ap_L_lambda,N,factorization_N,q,h,k,b_mov
20,4,11,31,100003,59911,4340,-1,-572,99432,2^3;3^2;1381^1,1381,72,460,7641
20,4,11,31,1000003,69126,4340,-1,1516,1001520,2^4;3^2;5^1;13^1;107^1,107,9360,106,2113
20,4,11,31,10000019,9539190,4340,1,-1356,10001376,2^5;3^2;7^1;11^2;41^1,41,243936,5,117
20,4,11,31,100000007,75115214,4340,1,-8388,100008396,2^2;3^2;2778011^1,2778011,36,1389005,36913399
20,4,11,31,1000000007,46082951,4340,-1,-33864,999966144,2^6;3^1;37^1;140761^1,140761,7104,7038,210418
20,4,11,31,10000000019,4608294941,4340,-1,184460,10000184480,2^5;5^1;11^1;13^1;437071^1,437071,22880,437070,14519152
20,4,11,31,100000000003,43778801846,4340,1,-285564,100000285568,2^7;8951^1;87281^1,87281,1145728,10910,398665
20,4,11,31,1000000000039,635944700487,4340,1,216364,999999783676,2^2;249999945919^1,249999945919,4,249999945918,9965782128798
20,4,20,44,1009,47,963,-1,6,1016,2^3;127^1,127,8,63,629
20,4,20,44,10007,456,4073,-1,-192,9816,2^3;3^1;409^1,409,24,102,1356
20,4,20,44,100003,68185,14080,-1,544,100548,2^2;3^3;7^2;19^1,19,5292,9,150
20,4,20,44,1000003,590912,14080,1,-180,1000184,2^3;31^1;37^1;109^1,109,9176,108,2153
20,4,20,44,10000019,4090918,14080,1,764,9999256,2^3;613^1;2039^1,2039,4904,1019,23696
20,4,20,44,100000007,4545456,14080,-1,-13440,99986568,2^3;3^1;11^1;467^1;811^1,811,123288,405,10764
20,4,20,44,1000000007,227272730,14080,-1,-54280,999945728,2^9;421^1;4639^1,4639,215552,4638,138664
20,4,20,44,10000000019,3181818189,14080,-1,103932,10000103952,2^4;3^1;127^1;1129^1;1453^1,1453,6882384,121,4020
20,4,20,44,100000000003,68181818185,14080,-1,-392120,99999607884,2^2;3^1;11^1;757572787^1,757572787,132,378786393,13841312770
20,4,20,44,1000000000039,409090909108,14080,1,-352280,1000000352320,2^6;5^1;113^1;27654877^1,27654877,36160,13827438,551205058
20,4,31,59,1009,637,581,-1,6,1016,2^3;127^1,127,8,63,629
20,4,31,59,10007,8959,1839,1,84,9924,2^2;3^1;827^1,827,12,413,5489
20,4,31,59,100003,14628,31860,-1,428,100432,2^4;6277^1,6277,16,1569,26061
20,4,31,59,1000003,389205,31860,-1,-500,999504,2^4;3^2;11^1;631^1,631,1584,630,12557
20,4,31,59,10000019,4563726,31860,1,-660,10000680,2^3;3^1;5^1;83339^1,83339,120,83338,1937901
20,4,31,59,100000007,15505338,31860,1,-9392,100009400,2^3;5^2;29^1;43^1;401^1,401,249400,400,10631
20,4,31,59,1000000007,618330200,31860,-1,-4044,999995964,2^2;3^1;11^1;17^1;445631^1,445631,2244,222815,6661579
20,4,31,59,10000000019,9478970515,31860,1,-111260,10000111280,2^4;5^1;17^1;113^1;65071^1,65071,153680,32535,1080790
20,4,31,59,100000000003,84118016325,31860,-1,368204,100000368208,2^4;13^1;23^1;857^1;24391^1,24391,4099888,24390,891241
20,4,31,59,1000000000039,38920276211,31860,-1,580360,1000000580400,2^4;3^2;5^2;151^1;1839589^1,1839589,543600,1839588,73331749
20,4,44,76,1009,787,260,-1,-6,1004,2^2;251^1,251,4,25,250
20,4,44,76,10007,8744,758,1,72,9936,2^4;3^3;23^1,23,432,11,147
20,4,44,76,100003,12633,60800,1,84,99920,2^4;5^1;1249^1,1249,80,13,216
20,4,44,76,1000003,968425,60800,-1,1868,1001872,2^4;62617^1,62617,16,31308,624018
20,4,44,76,10000019,4105272,60800,-1,-1676,9998344,2^3;53^1;23581^1,23581,424,11790,274159
20,4,44,76,100000007,3157896,60800,-1,432,100000440,2^3;3^3;5^1;92593^1,92593,1080,10288,273408
20,4,44,76,1000000007,926315797,60800,-1,10560,1000010568,2^3;3^1;41667107^1,41667107,24,20833553,622868086
20,4,44,76,10000000019,8842105281,60800,1,129132,9999870888,2^3;3^1;7^1;59523041^1,59523041,168,59523040,1977312589
20,4,44,76,100000000003,2105263159,60800,1,-47604,100000047608,2^3;67^1;1637^1;113969^1,113969,877432,113968,4164529
20,4,44,76,1000000000039,94736842110,60800,1,1551856,999998448184,2^3;124999806023^1,124999806023,8,17857115146,711840629967
20,4,59,95,1009,809,573,1,-14,1024,2^10,2,512,1,10
20,4,59,95,10007,1357,4430,-1,8,10016,2^5;313^1,313,32,78,1037
20,4,59,95,100003,37361,4497,1,4,100000,2^5;5^5,5,20000,4,67
20,4,59,95,1000003,852061,104500,1,556,999448,2^3;271^1;461^1,461,2168,230,4585
20,4,59,95,10000019,2868906,104500,1,2944,9997076,2^2;2499269^1,2499269,4,1249634,29058364
20,4,59,95,100000007,29339716,104500,1,-56,100000064,2^6;1201^1;1301^1,1301,76864,52,1382
20,4,59,95,1000000007,915406706,104500,1,-42848,1000042856,2^3;2467^1;50671^1,50671,19736,10134,302980
20,4,59,95,10000000019,3969377999,104500,1,156888,9999843132,2^2;3^1;89^1;199^1;47051^1,47051,212532,47050,1562968
20,4,59,95,100000000003,26832535887,104500,1,452028,99999547976,2^3;19^1;113^1;1063^1;5477^1,5477,18258088,2738,100050
20,4,59,95,1000000000039,771100478500,104500,1,-1354952,1000001354992,2^4;107^1;257^1;409^1;5557^1,5557,179953456,5556,221480
20,5,16,41,1009,357,948,-1,-10,1000,2^3;5^3,5,200,2,20
20,5,16,41,10007,9387,9020,1,36,9972,2^2;3^2;277^1,277,36,12,160
20,5,16,41,100003,4436,9020,-1,-236,99768,2^3;3^1;4157^1,4157,24,4156,69030
20,5,16,41,1000003,461200,9020,-1,-764,999240,2^3;3^1;5^1;11^1;757^1,757,1320,756,15069
20,5,16,41,10000019,3192912,9020,1,-4940,10004960,2^5;5^1;7^1;8933^1,8933,1120,319,7418
20,5,16,41,100000007,88913533,9020,-1,17592,100017600,2^6;3^1;5^2;67^1;311^1,311,321600,155,4120
20,5,16,41,1000000007,665188476,9020,1,20508,999979500,2^2;3^1;5^3;13^1;19^1;2699^1,2699,370500,142,4246
20,5,16,41,10000000019,7361419084,9020,-1,165148,10000165168,2^4;7^1;89287189^1,89287189,112,44643594,1483028092
20,5,16,41,100000000003,82483370292,9020,1,-72688,100000072692,2^2;3^3;13^1;5693^1;12511^1,12511,7992972,12510,457131
20,5,16,41,1000000000039,465631929066,9020,1,289600,999999710440,2^3;5^1;23^1;41^1;26511127^1,26511127,37720,26511126,1056816652
20,5,41,76,1009,680,234,-1,38,1048,2^3;131^1,131,8,26,260
20,5,41,76,10007,6698,4685,-1,192,10200,2^3;3^1;5^2;17^1,17,600,16,213
20,5,41,76,100003,3912,54720,1,-464,100468,2^2;25117^1,25117,4,25116,417169
20,5,41,76,1000003,512795,54720,-1,-364,999640,2^3;5^1;67^1;373^1,373,2680,93,1854
20,5,41,76,10000019,5420333,54720,1,-3572,10003592,2^3;1250449^1,1250449,8,1250448,29077292
20,5,41,76,100000007,19554096,54720,1,5328,99994680,2^3;3^2;5^1;17^1;16339^1,16339,6120,16338,434190
20,5,41,76,1000000007,511330414,54720,1,21168,999978840,2^3;3^2;5^1;7^1;79^1;5023^1,5023,199080,1674,50049
20,5,41,76,10000000019,1209795325,54720,-1,-28740,9999971280,2^4;3^2;5^1;13^1;23^1;46451^1,46451,215280,46450,1543036
20,5,41,76,100000000003,35489766084,54720,1,-50528,100000050532,2^2;23^1;97^1;11205743^1,11205743,8924,11205742,409471361
20,5,41,76,1000000000039,183845029248,54720,1,359012,999999641028,2^2;3^1;83333303419^1,83333303419,12,83333303418,3321926902374
20,8,10,38,1009,535,511,-1,30,1040,2^4;5^1;13^1,13,80,4,40
20,8,10,38,10007,1584,1520,-1,48,10056,2^3;3^1;419^1,419,24,38,505
20,8,10,38,100003,84217,1520,1,12,99992,2^3;29^1;431^1,431,232,215,3572
20,8,10,38,1000003,789480,1520,-1,1160,1001164,2^2;17^1;14723^1,14723,68,7361,146717
20,8,10,38,10000019,7368439,1520,1,4732,9995288,2^3;1249411^1,1249411,8,416470,9684385
20,8,10,38,100000007,21052637,1520,1,14828,99985180,2^2;5^1;73^1;68483^1,68483,1460,68482,1819939
20,8,10,38,1000000007,842105273,1520,1,29696,999970312,2^3;11^1;283^1;40153^1,40153,24904,20076,600220
20,8,10,38,10000000019,8947368442,1520,-1,-102012,9999898008,2^3;3^1;179^1;2327723^1,2327723,4296,2327722,77325252
20,8,10,38,100000000003,47368421058,1520,1,188180,99999811824,2^4;3^1;11^1;17^1;11140799^1,11140799,8976,5570399,203549115
20,8,10,38,1000000000039,631578947397,1520,1,354164,999999645876,2^2;3^2;7^1;11^1;523^1;689771^1,689771,1449756,68977,2749640
20,8,22,58,1009,61,96,1,50,960,2^6;3^1;5^1,5,192,2,20
20,8,22,58,10007,3945,6233,-1,56,10064,2^4;17^1;37^1,37,272,36,479
20,8,22,58,100003,16258,16240,-1,356,100360,2^3;5^1;13^1;193^1,193,520,64,1064
20,8,22,58,1000003,945817,16240,1,-172,1000176,2^4;3^1;67^1;311^1,311,3216,310,6179
20,8,22,58,10000019,9901498,16240,-1,-1992,9998028,2^2;3^2;19^1;47^1;311^1,311,32148,155,3605
20,8,22,58,100000007,16748771,16240,-1,10576,100010584,2^3;73^1;171251^1,171251,584,85625,2275521
20,8,22,58,1000000007,802955672,16240,-1,33016,1000033024,2^8;17^1;61^1;3767^1,3767,265472,1883,56297
20,8,22,58,10000000019,3743842373,16240,-1,-156644,9999843376,2^4;624990211^1,624990211,16,624990210,20761725378
20,8,22,58,100000000003,30049261086,16240,1,44704,99999955300,2^2;5^2;7^1;41^1;3484319^1,3484319,28700,3484318,127321193
20,8,22,58,1000000000039,73891625620,16240,1,1629416,999998370624,2^6;3^1;11^2;2707^1;15901^1,15901,62889024,1060,42255
20,8,38,82,1009,851,768,1,46,964,2^2;241^1,241,4,120,1198
20,8,38,82,10007,1970,9172,-1,36,10044,2^2;3^4;31^1,31,324,3,40
20,8,38,82,100003,36425,49200,-1,-492,99512,2^3;7^1;1777^1,1777,56,1776,29499
20,8,38,82,1000003,681304,49200,1,-1908,1001912,2^3;17^1;53^1;139^1,139,7208,69,1376
20,8,38,82,10000019,4357733,49200,1,372,9999648,2^5;3^2;34721^1,34721,288,17360,403681
20,8,38,82,100000007,48943094,49200,1,-10544,100010552,2^3;109^1;114691^1,114691,872,114690,3047936
20,8,38,82,1000000007,196747970,49200,-1,-56944,999943064,2^3;191^1;654413^1,654413,1528,163603,4891297
20,8,38,82,10000000019,7528455300,49200,1,15828,9999984192,2^6;3^1;11^1;4734841^1,4734841,2112,1578280,52429327
20,8,38,82,100000000003,68130081304,49200,1,316976,99999683028,2^2;3^4;7^1;19^1;29^1;80021^1,80021,1249668,20005,731007
20,8,38,82,1000000000039,891056910605,49200,-1,-735328,999999264712,2^3;7^1;19^1;6277^1;149729^1,149729,6678728,9358,373040
20,10,38,88,1009,622,848,-1,22,1032,2^3;3^1;43^1,43,24,42,420
20,10,38,88,10007,1512,9252,1,156,9852,2^2;3^1;821^1,821,12,820,10897
20,10,38,88,100003,72893,49280,-1,428,100432,2^4;6277^1,6277,16,1569,26061
20,10,38,88,1000003,105521,49280,1,324,999680,2^8;5^1;11^1;71^1,71,14080,14,280
20,10,38,88,10000019,16235,49280,1,4924,9995096,2^3;71^1;17597^1,17597,568,8798,204585
20,10,38,88,100000007,72240266,49280,1,1680,99998328,2^3;3^1;47^1;88651^1,88651,1128,1773,47119
20,10,38,88,1000000007,112012989,49280,-1,2128,1000002136,2^3;7^1;41^1;435541^1,435541,2296,72590,2170249
20,10,38,88,10000000019,9496753266,49280,-1,27636,10000027656,2^3;3^2;211^1;269^1;2447^1,2447,4086648,1223,40628
20,10,38,88,100000000003,72889610393,49280,-1,-194516,99999805488,2^4;3^1;11^1;189393571^1,189393571,528,31565595,1153445006
20,10,38,88,1000000000039,73051948056,49280,1,1624892,999998375148,2^2;3^2;197^1;141003719^1,141003719,7092,70501859,2810425274
20,11,16,55,1009,164,455,-1,-14,996,2^2;3^1;83^1,83,12,82,819
20,11,16,55,10007,9209,5500,-1,-168,9840,2^4;3^1;5^1;41^1,41,240,8,107
20,11,16,55,100003,48004,5500,-1,76,100080,2^4;3^2;5^1;139^1,139,720,46,765
20,11,16,55,1000003,480004,5500,1,292,999712,2^5;7^1;4463^1,4463,224,2231,44468
20,11,16,55,10000019,7600017,5500,1,-3276,10003296,2^5;3^1;79^1;1319^1,1319,7584,1318,30649
20,11,16,55,100000007,92000009,5500,-1,15592,100015600,2^4;5^2;61^1;4099^1,4099,24400,4098,108907
20,11,16,55,1000000007,920000009,5500,-1,-11944,999988064,2^5;31249627^1,31249627,32,10416542,311427032
20,11,16,55,10000000019,7600000017,5500,-1,40404,10000040424,2^3;3^1;11^1;17^2;53^1;2473^1,2473,4043688,2472,82119
20,11,16,55,100000000003,48000000004,5500,-1,-539812,99999460192,2^5;29^1;107758039^1,107758039,928,107758038,3937608993
20,11,16,55,1000000000039,960000000040,5500,1,1730200,999998269840,2^4;5^1;29^1;8867^1;48611^1,48611,20571440,48610,1937748
20,11,31,80,1009,398,721,1,-22,1032,2^3;3^1;43^1,43,24,42,420
20,11,31,80,10007,7025,1979,-1,-24,9984,2^8;3^1;13^1,13,768,6,80
20,11,31,80,100003,5439,32000,-1,-516,99488,2^5;3109^1,3109,32,21,349
20,11,31,80,1000003,554378,32000,-1,-420,999584,2^5;31237^1,31237,32,31236,622583
20,11,31,80,10000019,8243767,32000,1,2560,9997460,2^2;5^1;11^1;29^1;1567^1,1567,6380,261,6070
20,11,31,80,100000007,95187508,32000,-1,-7756,99992252,2^2;167^1;149689^1,149689,668,149688,3978023
20,11,31,80,1000000007,951875008,32000,-1,24900,1000024908,2^2;3^1;31^1;2688239^1,2688239,372,192017,5740801
20,11,31,80,10000000019,8243750017,32000,1,-128124,10000128144,2^4;3^1;17^1;12255059^1,12255059,816,12255058,407104215
20,11,31,80,100000000003,55437500003,32000,-1,134100,100000134104,2^3;13^1;2221^1;432931^1,432931,230984,216465,7909893
20,11,31,80,1000000000039,811875000033,32000,1,-1050504,1000001050544,2^4;73^1;11369^1;75307^1,75307,13278992,75306,3001934
20,16,19,71,1009,796,224,1,50,960,2^6;3^1;5^1,5,192,2,20
20,16,19,71,10007,9777,4260,-1,132,10140,2^2;3^1;5^1;13^2,13,780,6,80
20,16,19,71,100003,81228,4260,1,56,99948,2^2;3^1;8329^1,8329,12,2776,46109
20,16,19,71,1000003,122071,4260,1,4,1000000,2^6;5^6,5,200000,4,80
20,16,19,71,10000019,9483591,4260,-1,-5708,9994312,2^3;193^1;6473^1,6473,1544,6472,150497
20,16,19,71,100000007,46948365,4260,1,224,99999784,2^3;2909^1;4297^1,4297,23272,1074,28543
20,16,19,71,1000000007,342723012,4260,1,-11260,1000011268,2^2;19^1;31^1;43^1;9871^1,9871,101308,9870,295087
20,16,19,71,10000000019,7230046967,4260,-1,107348,10000107368,2^3;1250013421^1,1250013421,8,1250013420,41524546993
20,16,19,71,100000000003,74178403763,4260,-1,-257876,99999742128,2^4;3^1;11^1;13^1;14568727^1,14568727,6864,14568726,532358863
20,16,19,71,1000000000039,136150234752,4260,1,-1878056,1000001878096,2^4;13^1;17^1;3209^1;88129^1,88129,11347024,88128,3513059
20,16,29,89,1009,362,942,1,-38,1048,2^3;131^1,131,8,26,260
20,16,29,89,10007,6480,3126,-1,48,10056,2^3;3^1;419^1,419,24,38,505
20,16,29,89,100003,17202,23140,-1,236,100240,2^4;5^1;7^1;179^1,179,560,89,1479
20,16,29,89,1000003,983583,23140,-1,-284,999720,2^3;3^2;5^1;2777^1,2777,360,1388,27666
20,16,29,89,10000019,1054455,23140,1,4300,9995720,2^3;5^1;7^1;29^1;1231^1,1231,8120,1230,28602
20,16,29,89,100000007,27398448,23140,1,792,99999216,2^4;3^2;23^1;109^1;277^1,277,361008,69,1834
20,16,29,89,1000000007,7778740,23140,-1,-35416,999964592,2^4;11^1;5681617^1,5681617,176,1893872,56621760
20,16,29,89,10000000019,6568712201,23140,1,-92868,10000092888,2^3;3^2;3557^1;39047^1,39047,256104,39046,1297081
20,16,29,89,100000000003,16076058775,23140,-1,408460,100000408464,2^4;3^4;11^1;7014619^1,7014619,14256,3507309,128161312
20,16,29,89,1000000000039,327571305114,23140,1,-238432,1000000238472,2^3;3^2;13888892201^1,13888892201,72,3472223050,138413703619
20,19,20,79,1009,194,571,-1,6,1016,2^3;127^1,127,8,63,629
20,19,20,79,10007,4322,1580,-1,-176,9832,2^3;1229^1,1229,8,614,8160
20,19,20,79,100003,83562,1580,-1,224,100228,2^2;25057^1,25057,4,12528,208087
20,19,20,79,1000003,848119,1580,1,-1308,1001312,2^5;13^1;29^1;83^1,83,12064,82,1635
20,19,20,79,10000019,8734209,1580,1,-1740,10001760,2^5;3^1;5^1;67^1;311^1,311,32160,155,3605
20,19,20,79,100000007,51898753,1580,-1,-9288,99990720,2^6;3^3;5^1;71^1;163^1,163,613440,162,4306
20,19,20,79,1000000007,37974699,1580,-1,14424,1000014432,2^5;3^1;307^1;33931^1,33931,29472,16965,507209
20,19,20,79,10000000019,4177215213,1580,1,132004,9999868016,2^4;624991751^1,624991751,16,312495875,10380888268
20,19,20,79,100000000003,26582278497,1580,1,-208060,100000208064,2^6;3^1;149^1;263^1;13291^1,13291,7523904,13290,485633
20,19,20,79,1000000000039,974683544357,1580,1,898588,999999101452,2^2;13^1;17^1;1131220703^1,1131220703,884,1131220702,45094005978
